//3目标+新拥挤-assemble


start:
	100.1	210	188.8	90	300	300	
	104.1	210	162.76	77	300	300	
	106.2	210	145.74	45	300	300	
	109.7	210	142.06	45	300	300	
	112	210	137.88	45	300	300	
	110.2	210	131	45	300	300	
	125.1	210	135.48	45	300	300	
	121	210	127.64	45	300	300	
	120.1	210	124.16	45	300	300	
	121.2	210	120.92	45	300	300	
	122.4	210	118.4	45	300	300	
	128.1	210	123.64	32	300	300	
	141.3	250	126.46	16	300	300	
	139.8	250	117.64	16	300	300	
	136.8	250	112.86	16	300	300	
	133	250	104.94	16	300	300	
	130.2	250	100.86	16	300	300	
	130.9	250	97.38	16	300	300	
	135.8	250	93.46	16	300	300	
	133	260	89.8	16	300	300	
	145.3	260	97.18	16	300	300	
	145.1	260	92.08	16	300	300	
	145.7	260	90.12	16	300	300	
	157.5	260	95.08	16	300	300	
	167.8	290	94.54	16	300	300	
	170.8	290	91.38	16	300	300	
	185.6	290	98.6	16	300	300	
	186.3	290	91.28	16	300	300	
	186.9	290	88.9	8	300	300	
	184.4	290	86.78	0	300	300	
	193.4	305	87.54	0	300	300	
	180.2	305	77.84	0	300	300	
	178.6	305	75.22	0	300	300	
	183.9	305	81.38	0	300	300	
	175.2	305	74.7	0	300	300	
	186.7	305	79.26	0	300	300	
	190.9	305	80.42	0	300	300	
	191.6	305	80.74	0	300	300	
	189.8	305	79.9	0	300	300	
	184.1	325	76.76	0	300	300	
	189.4	325	80.06	0	300	300	
	208.8	325	93.44	0	300	300	
	218.8	325	95.14	0	300	300	
	203.1	325	81.18	0	300	300	
	216.7	325	88.28	0	300	300	
	218.3	325	87.42	0	300	300	
	214.2	325	83.8	0	300	300	
	222.4	325	85.82	0	300	300	
	215.4	325	76.96	0	300	300	
	208.5	325	73.04	0	300	300	
	206.3	325	71.66	0	300	300	
	205.6	325	69.48	0	300	300	
	210.5	325	70.98	0	300	300	
	210.7	325	68.7	0	300	300	
	221.6	325	75.42	0	300	300	
	238.5	325	84.06	0	300	300	
	240.9	325	83.36	0	300	300	
	237.2	325	79.54	0	300	300	
	233.7	325	77.96	0	300	300	
	223.3	325	68.56	0	300	300	
	236.5	325	72.84	0	300	300	
	232.1	325	68.38	0	300	300	
	230.8	325	68.18	0	300	300	
	244.4	325	76.44	0	300	300	
	248.8	335	80.68	0	300	300	
	241	335	76.02	0	300	300	
	228.6	335	65.14	0	300	300	
	226.7	335	62.38	0	300	300	
	226.6	335	62.06	0	300	300	
	221.3	335	58.72	0	300	300	
	217.3	335	54.84	0	300	300	
	217.2	335	54.52	0	300	300	
	193.6	335	34.88	0	300	300	
	211.8	335	49.2	0	300	300	
	215.8	335	51.38	0	300	300	
	230.1	335	60.88	0	300	300	
	228.5	335	57.06	0	300	300	
	240.1	335	66.66	0	300	300	
	255.7	335	73.72	0	300	300	
	255.9	335	71.48	0	300	300	
	262.7	335	75.34	0	300	300	
	263.1	335	75.66	0	300	300	
	261.9	335	74.7	0	300	300	
	259.4	335	69.78	0	300	300	
	253.2	335	62.5	0	300	300	
	254.8	335	63.4	0	300	300	
	252.9	335	63.04	0	300	300	
	252.7	335	62.46	0	300	300	
	258.4	335	65.02	0	300	300	
	255.6	335	61.96	0	300	300	
	244.2	335	52	0	300	300	
	244.2	335	52	0	300	300	
	244.7	335	55.18	0	300	300	
	241	335	49.4	0	300	300	
	245	335	52.26	0	300	300	
	244.7	335	52.1	0	300	300	
	246.1	335	53.32	0	300	300	
	249	335	54.06	0	300	300	
	259.2	335	61	0	300	300	
	259.6	335	61.06	0	300	300	
	258.4	335	58.72	0	300	300	

