	0.551412	0.166435	300	300	
	0.424713	0.166435	300	300	
	0.363421	0.0916667	300	300	
	0.328833	0.0666667	300	300	
	0.303745	0.0666667	300	300	
	0.275208	0.0622685	300	300	
	0.255912	0.0622685	300	300	
	0.23618	0.0622685	300	300	
	0.215301	0.0622685	300	300	
	0.199347	0.0622685	300	300	
	0.18231	0.0622685	300	300	
	0.169097	0.0622685	300	300	
	0.165519	0.0622685	300	300	
	0.151306	0.0622685	300	300	
	0.13569	0.0622685	300	300	
	0.120792	0.0622685	300	300	
	0.110741	0.0622685	300	300	
	0.100435	0.00324074	300	300	
	0.0976713	0.00324074	300	300	
	0.0915417	0.00324074	300	300	
	0.0810232	0.0625	300	300	
	0.0757778	0.0625	300	300	
	0.0753982	0.0625	300	300	
	0.0696805	0.0625	300	300	
	0.06525	0.0625	300	300	
	0.0590695	0.0625	300	300	
	0.0518333	0.06875	300	300	
	0.0415509	0.06875	300	300	
	0.030287	0.06875	300	300	
	0.012037	0.06875	300	300	
	0.00368981	0.09375	300	300	
	0.0382546	0.09375	300	300	
	0.0537731	0.09375	300	300	
	0.0592361	0.109491	300	300	
	0.0646111	0.109491	300	300	
	0.0695695	0.109491	300	300	
	0.0850139	0.1375	300	300	
	0.0905093	0.1375	300	300	
	0.0982547	0.1375	300	300	
	0.101815	0.1375	300	300	
	0.105315	0.1375	300	300	
	0.10819	0.1375	300	300	
	0.114565	0.1375	300	300	
	0.11619	0.1375	300	300	
	0.11975	0.15625	300	300	
	0.1255	0.19375	300	300	
	0.129125	0.19375	300	300	

	0.553199	0.220833	300	300	
	0.409495	0.0916667	300	300	
	0.359944	0.0916667	300	300	
	0.309287	0.0916667	300	300	
	0.251583	0.0622685	300	300	
	0.214569	0.0122685	300	300	
	0.206292	0.0122685	300	300	
	0.179806	0.0122685	300	300	
	0.159796	0.0122685	300	300	
	0.145935	0.0122685	300	300	
	0.135643	0.0122685	300	300	
	0.120394	0.00925926	300	300	
	0.110023	0.00925926	300	300	
	0.102921	0.00925926	300	300	
	0.0921111	0.00925926	300	300	
