	0.59262	0.164583	300	300	
	0.436264	0.125926	300	300	
	0.34762	0.125926	300	300	
	0.295463	0.122917	300	300	
	0.267102	0.0872685	300	300	
	0.229815	0.0872685	300	300	
	0.229403	0.0872685	300	300	
	0.205685	0.0872685	300	300	
	0.172708	0.0872685	300	300	
	0.137857	0.0280093	300	300	
	0.116208	0.05625	300	300	
	0.102856	0.05625	300	300	
	0.0997083	0.05625	300	300	
	0.0890555	0.05625	300	300	
	0.0663843	0.05625	300	300	
	0.0431574	0.05625	300	300	
	0.0219213	0.05625	300	300	
	0.00286574	0.0625	300	300	
	0.0187407	0.075	300	300	
	0.0363518	0.08125	300	300	
	0.0430695	0.0875	300	300	
	0.050375	0.0875	300	300	
	0.0559398	0.0875	300	300	
	0.0620648	0.1125	300	300	
	0.0698472	0.1125	300	300	
	0.0729074	0.1125	300	300	
	0.0762824	0.1125	300	300	
	0.0786574	0.1125	300	300	
	0.0806574	0.1125	300	300	
	0.0859074	0.15	300	300	
	0.0909399	0.15	300	300	
	0.0928797	0.15	300	300	
	0.0955649	0.15	300	300	
	0.0979398	0.15	300	300	
	0.100815	0.15	300	300	
	0.10244	0.15	300	300	
	0.105565	0.15	300	300	
	0.107505	0.15625	300	300	
	0.108819	0.15625	300	300	
	0.110819	0.15625	300	300	
	0.112319	0.15625	300	300	
	0.114634	0.15625	300	300	
	0.119204	0.15625	300	300	
	0.121079	0.15625	300	300	
	0.122394	0.15625	300	300	
	0.124833	0.16875	300	300	
	0.124833	0.16875	300	300	
	0.127523	0.16875	300	300	
	0.134491	0.175	300	300	
	0.137824	0.175	300	300	
	0.139824	0.175	300	300	
	0.141759	0.175	300	300	
	0.142884	0.175	300	300	
	0.143509	0.175	300	300	
	0.147667	0.18125	300	300	
	0.14994	0.18125	300	300	
	0.152097	0.18125	300	300	
	0.155472	0.19375	300	300	
	0.160065	0.2125	300	300	
	0.164815	0.2125	300	300	
	0.17519	0.2125	300	300	
	0.17819	0.2125	300	300	
	0.179875	0.2125	300	300	
	0.183	0.2125	300	300	
	0.18625	0.2125	300	300	
	0.189625	0.2125	300	300	
	0.195375	0.21875	300	300	
	0.199375	0.225	300	300	
	0.203	0.225	300	300	
	0.206125	0.225	300	300	
	0.208625	0.225	300	300	
	0.211	0.2375	300	300	
	0.2145	0.2375	300	300	
	0.217125	0.2375	300	300	
	0.21825	0.2375	300	300	
	0.2205	0.2375	300	300	
	0.2225	0.2375	300	300	
	0.223875	0.2375	300	300	
	0.225875	0.2375	300	300	
	0.227	0.2375	300	300	
	0.227875	0.2375	300	300	
	0.231	0.25625	300	300	
	0.23375	0.25625	300	300	
	0.239125	0.26875	300	300	
	0.247	0.28125	300	300	
